Year,Indicator,Value
1999,"Industry (including construction), value added (annual % growth)",-1.39908841470314
2000,"Industry (including construction), value added (annual % growth)",6.63556543176891
2001,"Industry (including construction), value added (annual % growth)",1.33795024756222
2002,"Industry (including construction), value added (annual % growth)",3.67486516485639
2003,"Industry (including construction), value added (annual % growth)",4.96456947599191
2004,"Industry (including construction), value added (annual % growth)",4.40687927648192
2005,"Industry (including construction), value added (annual % growth)",5.05087092819205
2006,"Industry (including construction), value added (annual % growth)",3.7320716860719
2007,"Industry (including construction), value added (annual % growth)",4.94543786835165
2008,"Industry (including construction), value added (annual % growth)",5.47149855797524
2009,"Industry (including construction), value added (annual % growth)",-1.41609924254411
2010,"Industry (including construction), value added (annual % growth)",9.82358252228366
2011,"Industry (including construction), value added (annual % growth)",1.6017135229113
2012,"Industry (including construction), value added (annual % growth)",7.68801960104287
2013,"Industry (including construction), value added (annual % growth)",6.81550095404542
2014,"Industry (including construction), value added (annual % growth)",7.50036128264166
2015,"Industry (including construction), value added (annual % growth)",6.50690845286752
2016,"Industry (including construction), value added (annual % growth)",8.18873493414507
2017,"Industry (including construction), value added (annual % growth)",7.0194577585201
2018,"Industry (including construction), value added (annual % growth)",7.30298410762464
2019,"Industry (including construction), value added (annual % growth)",5.46962873925982
2020,"Industry (including construction), value added (annual % growth)",-13.1210973557674
2021,"Industry (including construction), value added (annual % growth)",8.52940810850006
2022,"Industry (including construction), value added (annual % growth)",6.52288299757471
2023,"Industry (including construction), value added (annual % growth)",3.62693579182331
2024,"Industry (including construction), value added (annual % growth)",5.63990692333081
1960,"Industry (including construction), value added (constant 2015 US$)",9467227768.6961
1961,"Industry (including construction), value added (constant 2015 US$)",9985305355.87063
1962,"Industry (including construction), value added (constant 2015 US$)",10386789987.4233
1963,"Industry (including construction), value added (constant 2015 US$)",11407822856.4461
1964,"Industry (including construction), value added (constant 2015 US$)",11903314723.8471
1965,"Industry (including construction), value added (constant 2015 US$)",12574752816.178
1966,"Industry (including construction), value added (constant 2015 US$)",13216819221.5123
1967,"Industry (including construction), value added (constant 2015 US$)",14277102922.424
1968,"Industry (including construction), value added (constant 2015 US$)",14943132402.8771
1969,"Industry (including construction), value added (constant 2015 US$)",15652762204.9011
1970,"Industry (including construction), value added (constant 2015 US$)",16507449761.6934
1971,"Industry (including construction), value added (constant 2015 US$)",17706481863.7552
1972,"Industry (including construction), value added (constant 2015 US$)",18995342575.4962
1973,"Industry (including construction), value added (constant 2015 US$)",21534208525.8601
1974,"Industry (including construction), value added (constant 2015 US$)",22859862492.9041
1975,"Industry (including construction), value added (constant 2015 US$)",24745649506.9647
1976,"Industry (including construction), value added (constant 2015 US$)",27553959517.1427
1977,"Industry (including construction), value added (constant 2015 US$)",29604735539.7354
1978,"Industry (including construction), value added (constant 2015 US$)",31239729176.4257
1979,"Industry (including construction), value added (constant 2015 US$)",33483486775.9242
1980,"Industry (including construction), value added (constant 2015 US$)",35127989041.9912
1981,"Industry (including construction), value added (constant 2015 US$)",36825437593.2163
1982,"Industry (including construction), value added (constant 2015 US$)",37632340828.0345
1983,"Industry (including construction), value added (constant 2015 US$)",38018871906.0814
1984,"Industry (including construction), value added (constant 2015 US$)",33822529197.8126
1985,"Industry (including construction), value added (constant 2015 US$)",28559104949.7403
1986,"Industry (including construction), value added (constant 2015 US$)",29234044062.1924
1987,"Industry (including construction), value added (constant 2015 US$)",30390576448.469
1988,"Industry (including construction), value added (constant 2015 US$)",32982865308.6138
1989,"Industry (including construction), value added (constant 2015 US$)",35348828592.3535
1990,"Industry (including construction), value added (constant 2015 US$)",36179390056.7045
1991,"Industry (including construction), value added (constant 2015 US$)",35276667568.4181
1992,"Industry (including construction), value added (constant 2015 US$)",35103950354.4435
1993,"Industry (including construction), value added (constant 2015 US$)",35704731887.591
1994,"Industry (including construction), value added (constant 2015 US$)",37752820799.4237
1995,"Industry (including construction), value added (constant 2015 US$)",40211136700.008
1996,"Industry (including construction), value added (constant 2015 US$)",42765056206.9969
1997,"Industry (including construction), value added (constant 2015 US$)",45363168292.4824
1998,"Industry (including construction), value added (constant 2015 US$)",44156301398.5679
1999,"Industry (including construction), value added (constant 2015 US$)",43538515701.3392
2000,"Industry (including construction), value added (constant 2015 US$)",46427542398.7225
2001,"Industry (including construction), value added (constant 2015 US$)",47048719817.1833
2002,"Industry (including construction), value added (constant 2015 US$)",48777696832.2558
2003,"Industry (including construction), value added (constant 2015 US$)",51199299480.2819
2004,"Industry (including construction), value added (constant 2015 US$)",53455590798.7823
2005,"Industry (including construction), value added (constant 2015 US$)",56155563693.9313
2006,"Industry (including construction), value added (constant 2015 US$)",58251329586.7066
2007,"Industry (including construction), value added (constant 2015 US$)",61132112898.9059
2008,"Industry (including construction), value added (constant 2015 US$)",64476955574.6293
2009,"Industry (including construction), value added (constant 2015 US$)",63563897895.1215
2010,"Industry (including construction), value added (constant 2015 US$)",69808149859.2289
2011,"Industry (including construction), value added (constant 2015 US$)",70926276435.6184
2012,"Industry (including construction), value added (constant 2015 US$)",76379102470.2785
2013,"Industry (including construction), value added (constant 2015 US$)",81584720927.8317
2014,"Industry (including construction), value added (constant 2015 US$)",87703869748.854
2015,"Industry (including construction), value added (constant 2015 US$)",93410680263.0341
2016,"Industry (including construction), value added (constant 2015 US$)",101059833269.956
2017,"Industry (including construction), value added (constant 2015 US$)",108153685577.171
2018,"Industry (including construction), value added (constant 2015 US$)",116052132046.682
2019,"Industry (including construction), value added (constant 2015 US$)",122399752813.631
2020,"Industry (including construction), value added (constant 2015 US$)",106339562083.736
2021,"Industry (including construction), value added (constant 2015 US$)",115409697314.65
2022,"Industry (including construction), value added (constant 2015 US$)",122937736838.34
2023,"Industry (including construction), value added (constant 2015 US$)",127396609617.387
2024,"Industry (including construction), value added (constant 2015 US$)",134581659823.287
1960,"Industry (including construction), value added (constant LCU)",455407733630.0
1961,"Industry (including construction), value added (constant LCU)",480329130430.0
1962,"Industry (including construction), value added (constant LCU)",499641986380.0
1963,"Industry (including construction), value added (constant LCU)",548757342660.0
1964,"Industry (including construction), value added (constant LCU)",572592285040.0
1965,"Industry (including construction), value added (constant LCU)",604890874170.0
1966,"Industry (including construction), value added (constant LCU)",635776579430.0
1967,"Industry (including construction), value added (constant LCU)",686780042010.0
1968,"Industry (including construction), value added (constant LCU)",718818457440.0
1969,"Industry (including construction), value added (constant LCU)",752954205280.0
1970,"Industry (including construction), value added (constant LCU)",794067753270.0
1971,"Industry (including construction), value added (constant LCU)",851745513380.0
1972,"Industry (including construction), value added (constant LCU)",913744352960.0
1973,"Industry (including construction), value added (constant LCU)",1035872944000.0
1974,"Industry (including construction), value added (constant LCU)",1099641671600.0
1975,"Industry (including construction), value added (constant LCU)",1190354815000.0
1976,"Industry (including construction), value added (constant LCU)",1325444635200.0
1977,"Industry (including construction), value added (constant LCU)",1424094343800.0
1978,"Industry (including construction), value added (constant LCU)",1502743423000.0
1979,"Industry (including construction), value added (constant LCU)",1610676240100.0
1980,"Industry (including construction), value added (constant LCU)",1689782718600.0
1981,"Industry (including construction), value added (constant LCU)",1771436104000.0
1982,"Industry (including construction), value added (constant LCU)",1810251054100.0
1983,"Industry (including construction), value added (constant LCU)",1828844590300.0
1984,"Industry (including construction), value added (constant LCU)",1626985401000.0
1985,"Industry (including construction), value added (constant LCU)",1373795748600.0
1986,"Industry (including construction), value added (constant LCU)",1406262749400.0
1987,"Industry (including construction), value added (constant LCU)",1461896120200.0
1988,"Industry (including construction), value added (constant LCU)",1586594545500.0
1989,"Industry (including construction), value added (constant LCU)",1700405895900.0
1990,"Industry (including construction), value added (constant LCU)",1740358892000.0
1991,"Industry (including construction), value added (constant LCU)",1696934690900.0
1992,"Industry (including construction), value added (constant LCU)",1688626371200.0
1993,"Industry (including construction), value added (constant LCU)",1717526125500.0
1994,"Industry (including construction), value added (constant LCU)",1816046574400.0
1995,"Industry (including construction), value added (constant LCU)",1934300418100.0
1996,"Industry (including construction), value added (constant LCU)",2057153139400.0
1997,"Industry (including construction), value added (constant LCU)",2182131682800.0
1998,"Industry (including construction), value added (constant LCU)",2124077041000.0
1999,"Industry (including construction), value added (constant LCU)",2094359325200.0
2000,"Industry (including construction), value added (constant LCU)",2233331908600.0
2001,"Industry (including construction), value added (constant LCU)",2263212778400.0
2002,"Industry (including construction), value added (constant LCU)",2346382796400.0
2003,"Industry (including construction), value added (constant LCU)",2462870600500.0
2004,"Industry (including construction), value added (constant LCU)",2571406334600.0
2005,"Industry (including construction), value added (constant LCU)",2701284749600.0
2006,"Industry (including construction), value added (constant LCU)",2802098632900.0
2007,"Industry (including construction), value added (constant LCU)",2940674679800.0
2008,"Industry (including construction), value added (constant LCU)",3101573652500.0
2009,"Industry (including construction), value added (constant LCU)",3057652291500.0
2010,"Industry (including construction), value added (constant LCU)",3358023287600.0
2011,"Industry (including construction), value added (constant LCU)",3411809200700.0
2012,"Industry (including construction), value added (constant LCU)",3674109760800.0
2013,"Industry (including construction), value added (constant LCU)",3924518746600.0
2014,"Industry (including construction), value added (constant LCU)",4218871831200.0
2015,"Industry (including construction), value added (constant LCU)",4493389959000.0
2016,"Industry (including construction), value added (constant LCU)",4861341752300.0
2017,"Industry (including construction), value added (constant LCU)",5202581583100.0
2018,"Industry (including construction), value added (constant LCU)",5582525289300.0
2019,"Industry (including construction), value added (constant LCU)",5887868696900.0
2020,"Industry (including construction), value added (constant LCU)",5115315713000.0
2021,"Industry (including construction), value added (constant LCU)",5551621866200.0
2022,"Industry (including construction), value added (constant LCU)",5913747665000.0
2023,"Industry (including construction), value added (constant LCU)",6128235495700.0
2024,"Industry (including construction), value added (constant LCU)",6473862273700.0
1960,"Industry (including construction), value added (current LCU)",5241547510.0
1961,"Industry (including construction), value added (current LCU)",5807528776.0
1962,"Industry (including construction), value added (current LCU)",6439685040.0
1963,"Industry (including construction), value added (current LCU)",7642013660.0
1964,"Industry (including construction), value added (current LCU)",8120238298.0
1965,"Industry (including construction), value added (current LCU)",8776320877.0
1966,"Industry (including construction), value added (current LCU)",9612065163.0
1967,"Industry (including construction), value added (current LCU)",10515354733.0
1968,"Industry (including construction), value added (current LCU)",11450424896.0
1969,"Industry (including construction), value added (current LCU)",12550936661.0
1970,"Industry (including construction), value added (current LCU)",15811421653.0
1971,"Industry (including construction), value added (current LCU)",19377956466.0
1972,"Industry (including construction), value added (current LCU)",22512314261.0
1973,"Industry (including construction), value added (current LCU)",29214939098.0
1974,"Industry (including construction), value added (current LCU)",40597695622.0
1975,"Industry (including construction), value added (current LCU)",47511794009.0
1976,"Industry (including construction), value added (current LCU)",57736641779.0
1977,"Industry (including construction), value added (current LCU)",67230604959.0
1978,"Industry (including construction), value added (current LCU)",77414890731.0
1979,"Industry (including construction), value added (current LCU)",95359971936.0
1980,"Industry (including construction), value added (current LCU)",118199501280.0
1981,"Industry (including construction), value added (current LCU)",137932524850.0
1982,"Industry (including construction), value added (current LCU)",153910260220.0
1983,"Industry (including construction), value added (current LCU)",180835015970.0
1984,"Industry (including construction), value added (current LCU)",249543399770.0
1985,"Industry (including construction), value added (current LCU)",252650488390.0
1986,"Industry (including construction), value added (current LCU)",265396776010.0
1987,"Industry (including construction), value added (current LCU)",296683819780.0
1988,"Industry (including construction), value added (current LCU)",354158262030.0
1989,"Industry (including construction), value added (current LCU)",407440786580.0
1990,"Industry (including construction), value added (current LCU)",468665502220.0
1991,"Industry (including construction), value added (current LCU)",535902929700.0
1992,"Industry (including construction), value added (current LCU)",562005619300.0
1993,"Industry (including construction), value added (current LCU)",610698758100.0
1994,"Industry (including construction), value added (current LCU)",698922481200.0
1995,"Industry (including construction), value added (current LCU)",776269903900.0
1996,"Industry (including construction), value added (current LCU)",884932859100.0
1997,"Industry (including construction), value added (current LCU)",989004094400.0
1998,"Industry (including construction), value added (current LCU)",1062618685700.0
1999,"Industry (including construction), value added (current LCU)",1123139211500.0
2000,"Industry (including construction), value added (current LCU)",1293230812300.0
2001,"Industry (including construction), value added (current LCU)",1404419258600.0
2002,"Industry (including construction), value added (current LCU)",1513274141900.0
2003,"Industry (including construction), value added (current LCU)",1629557817900.0
2004,"Industry (including construction), value added (current LCU)",1789827171700.0
2005,"Industry (including construction), value added (current LCU)",2000850683400.0
2006,"Industry (including construction), value added (current LCU)",2191938915900.0
2007,"Industry (including construction), value added (current LCU)",2375482785000.0
2008,"Industry (including construction), value added (current LCU)",2637671451000.0
2009,"Industry (including construction), value added (current LCU)",2644874184700.0
2010,"Industry (including construction), value added (current LCU)",3039740645900.0
2011,"Industry (including construction), value added (current LCU)",3179203232600.0
2012,"Industry (including construction), value added (current LCU)",3472968855800.0
2013,"Industry (including construction), value added (current LCU)",3708623504900.0
2014,"Industry (including construction), value added (current LCU)",4100382668400.0
2015,"Industry (including construction), value added (current LCU)",4250451238300.0
2016,"Industry (including construction), value added (current LCU)",4582980517500.0
2017,"Industry (including construction), value added (current LCU)",4987947862400.0
2018,"Industry (including construction), value added (current LCU)",5582525289300.0
2019,"Industry (including construction), value added (current LCU)",5919281491300.0
2020,"Industry (including construction), value added (current LCU)",5098232099100.0
2021,"Industry (including construction), value added (current LCU)",5607689473800.0
2022,"Industry (including construction), value added (current LCU)",6436935482500.0
2023,"Industry (including construction), value added (current LCU)",6855846865400.0
2024,"Industry (including construction), value added (current LCU)",7324052222400.0
1960,"Industry (including construction), value added (current US$)",2601266854.85544
1961,"Industry (including construction), value added (current US$)",2875017092.09613
1962,"Industry (including construction), value added (current US$)",1727451905.2795
1963,"Industry (including construction), value added (current US$)",1954267776.14596
1964,"Industry (including construction), value added (current US$)",2076783570.4642
1965,"Industry (including construction), value added (current US$)",2245058194.40582
1966,"Industry (including construction), value added (current US$)",2464632093.07692
1967,"Industry (including construction), value added (current US$)",2696244803.33333
1968,"Industry (including construction), value added (current US$)",2936006383.58974
1969,"Industry (including construction), value added (current US$)",3218188887.4359
1970,"Industry (including construction), value added (current US$)",2677927570.85877
1971,"Industry (including construction), value added (current US$)",3012878766.57336
1972,"Industry (including construction), value added (current US$)",3372711183.42577
1973,"Industry (including construction), value added (current US$)",4324114176.09357
1974,"Industry (including construction), value added (current US$)",5980913853.30461
1975,"Industry (including construction), value added (current US$)",6555249659.76352
1976,"Industry (including construction), value added (current US$)",7760032216.49034
1977,"Industry (including construction), value added (current US$)",9081749866.97646
1978,"Industry (including construction), value added (current US$)",10510105101.3351
1979,"Industry (including construction), value added (current US$)",12925696462.3757
1980,"Industry (including construction), value added (current US$)",15735945628.4839
1981,"Industry (including construction), value added (current US$)",17460586842.455
1982,"Industry (including construction), value added (current US$)",18022278714.2857
1983,"Industry (including construction), value added (current US$)",16272799529.584
1984,"Industry (including construction), value added (current US$)",14943874685.9937
1985,"Industry (including construction), value added (current US$)",13577999930.8875
1986,"Industry (including construction), value added (current US$)",13018782643.1913
1987,"Industry (including construction), value added (current US$)",14424762146.4264
1988,"Industry (including construction), value added (current US$)",16788988786.5065
1989,"Industry (including construction), value added (current US$)",18744386463.1968
1990,"Industry (including construction), value added (current US$)",19278316045.3302
1991,"Industry (including construction), value added (current US$)",19502532374.882
1992,"Industry (including construction), value added (current US$)",22028644606.7283
1993,"Industry (including construction), value added (current US$)",22518521977.3773
1994,"Industry (including construction), value added (current US$)",26457132257.9745
1995,"Industry (including construction), value added (current US$)",30188061214.724
1996,"Industry (including construction), value added (current US$)",33755320551.1117
1997,"Industry (including construction), value added (current US$)",33558941724.3415
1998,"Industry (including construction), value added (current US$)",25985312558.0019
1999,"Industry (including construction), value added (current US$)",28732883930.4926
2000,"Industry (including construction), value added (current US$)",29263746749.7129
2001,"Industry (including construction), value added (current US$)",27541628757.8982
2002,"Industry (including construction), value added (current US$)",29324991078.6206
2003,"Industry (including construction), value added (current US$)",30063793639.7749
2004,"Industry (including construction), value added (current US$)",31938433665.0606
2005,"Industry (including construction), value added (current US$)",36322643417.6171
2006,"Industry (including construction), value added (current US$)",42715969412.6428
2007,"Industry (including construction), value added (current US$)",51474877748.1755
2008,"Industry (including construction), value added (current US$)",59509832641.4773
2009,"Industry (including construction), value added (current US$)",55471717530.9536
2010,"Industry (including construction), value added (current US$)",67385574982.3364
2011,"Industry (including construction), value added (current US$)",73400438130.3529
2012,"Industry (including construction), value added (current US$)",82241722876.5348
2013,"Industry (including construction), value added (current US$)",87372363497.4498
2014,"Industry (including construction), value added (current US$)",92361041666.845
2015,"Industry (including construction), value added (current US$)",93410680263.0341
2016,"Industry (including construction), value added (current US$)",96499110206.2003
2017,"Industry (including construction), value added (current US$)",98959915307.8384
2018,"Industry (including construction), value added (current US$)",106007856021.001
2019,"Industry (including construction), value added (current US$)",114281147005.732
2020,"Industry (including construction), value added (current US$)",102737027171.236
2021,"Industry (including construction), value added (current US$)",113851086020.436
2022,"Industry (including construction), value added (current US$)",118157068323.224
2023,"Industry (including construction), value added (current US$)",123239297672.748
2024,"Industry (including construction), value added (current US$)",127840259853.898
1960,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1961,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1962,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1963,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1964,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1965,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1966,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1967,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1968,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1969,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1970,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1971,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1972,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1973,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1974,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1975,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1976,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1977,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1978,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1979,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1980,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1981,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1982,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1983,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1984,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1985,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1986,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1987,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1988,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1989,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1990,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1991,"Industry (including construction), value added per worker (constant 2015 US$)",9908.56423481864
1992,"Industry (including construction), value added per worker (constant 2015 US$)",9659.91300543223
1993,"Industry (including construction), value added per worker (constant 2015 US$)",9831.98463720088
1994,"Industry (including construction), value added per worker (constant 2015 US$)",9974.4822097895
1995,"Industry (including construction), value added per worker (constant 2015 US$)",10474.0234308896
1996,"Industry (including construction), value added per worker (constant 2015 US$)",10172.5443731745
1997,"Industry (including construction), value added per worker (constant 2015 US$)",10454.6005405855
1998,"Industry (including construction), value added per worker (constant 2015 US$)",10049.9549229828
1999,"Industry (including construction), value added per worker (constant 2015 US$)",9653.82097192372
2000,"Industry (including construction), value added per worker (constant 2015 US$)",10020.5440499841
2001,"Industry (including construction), value added per worker (constant 2015 US$)",9915.72600266247
2002,"Industry (including construction), value added per worker (constant 2015 US$)",10076.062120781
2003,"Industry (including construction), value added per worker (constant 2015 US$)",10345.0126280564
2004,"Industry (including construction), value added per worker (constant 2015 US$)",10542.7239044583
2005,"Industry (including construction), value added per worker (constant 2015 US$)",10807.9789113547
2006,"Industry (including construction), value added per worker (constant 2015 US$)",11070.2778423491
2007,"Industry (including construction), value added per worker (constant 2015 US$)",11366.4784970789
2008,"Industry (including construction), value added per worker (constant 2015 US$)",11833.9029358031
2009,"Industry (including construction), value added per worker (constant 2015 US$)",11588.1431855635
2010,"Industry (including construction), value added per worker (constant 2015 US$)",12287.2278755149
2011,"Industry (including construction), value added per worker (constant 2015 US$)",12103.2505594978
2012,"Industry (including construction), value added per worker (constant 2015 US$)",12862.1042006548
2013,"Industry (including construction), value added per worker (constant 2015 US$)",13201.9846344169
2014,"Industry (including construction), value added per worker (constant 2015 US$)",13420.299116167
2015,"Industry (including construction), value added per worker (constant 2015 US$)",13850.0762564933
2016,"Industry (including construction), value added per worker (constant 2015 US$)",13489.3256522858
2017,"Industry (including construction), value added per worker (constant 2015 US$)",14038.3432007146
2018,"Industry (including construction), value added per worker (constant 2015 US$)",14152.879274908
2019,"Industry (including construction), value added per worker (constant 2015 US$)",14468.1615632338
2020,"Industry (including construction), value added per worker (constant 2015 US$)",14015.2361679587
2021,"Industry (including construction), value added per worker (constant 2015 US$)",14168.1815368847
2022,"Industry (including construction), value added per worker (constant 2015 US$)",13829.7398865457
2023,"Industry (including construction), value added per worker (constant 2015 US$)",14007.6380587364
2024,"Industry (including construction), value added per worker (constant 2015 US$)",14007.6380587364
1960,"Inflation, GDP deflator (annual %)",3.11570923765869
1961,"Inflation, GDP deflator (annual %)",3.11570923765869
1962,"Inflation, GDP deflator (annual %)",6.72768381636621
1963,"Inflation, GDP deflator (annual %)",8.90967246210445
1964,"Inflation, GDP deflator (annual %)",4.58145277400726
1965,"Inflation, GDP deflator (annual %)",3.88983170140634
1966,"Inflation, GDP deflator (annual %)",5.36747450436954
1967,"Inflation, GDP deflator (annual %)",2.12038564955191
1968,"Inflation, GDP deflator (annual %)",6.39240438553601
1969,"Inflation, GDP deflator (annual %)",5.91110577625911
1970,"Inflation, GDP deflator (annual %)",15.3021832828781
1971,"Inflation, GDP deflator (annual %)",14.518766729625
1972,"Inflation, GDP deflator (annual %)",6.57683199239662
1973,"Inflation, GDP deflator (annual %)",17.1078394235249
1974,"Inflation, GDP deflator (annual %)",32.8902841567233
1975,"Inflation, GDP deflator (annual %)",9.47960394130902
1976,"Inflation, GDP deflator (annual %)",8.3828496932362
1977,"Inflation, GDP deflator (annual %)",8.36680465547079
1978,"Inflation, GDP deflator (annual %)",9.35615313007767
1979,"Inflation, GDP deflator (annual %)",14.9409675946119
1980,"Inflation, GDP deflator (annual %)",14.2345925132413
1981,"Inflation, GDP deflator (annual %)",11.7647469937479
1982,"Inflation, GDP deflator (annual %)",8.64350807450943
1983,"Inflation, GDP deflator (annual %)",14.2482177757951
1984,"Inflation, GDP deflator (annual %)",52.9594507195583
1985,"Inflation, GDP deflator (annual %)",17.0610147409175
1986,"Inflation, GDP deflator (annual %)",2.89193638813423
1987,"Inflation, GDP deflator (annual %)",7.49712585351415
1988,"Inflation, GDP deflator (annual %)",9.75995911860829
1989,"Inflation, GDP deflator (annual %)",9.09994145026529
1990,"Inflation, GDP deflator (annual %)",12.956838354491
1991,"Inflation, GDP deflator (annual %)",16.3951196436515
1992,"Inflation, GDP deflator (annual %)",7.88186381097083
1993,"Inflation, GDP deflator (annual %)",6.80962198656768
1994,"Inflation, GDP deflator (annual %)",10.0602305107947
1995,"Inflation, GDP deflator (annual %)",7.64230385497558
1996,"Inflation, GDP deflator (annual %)",7.68896547846228
1997,"Inflation, GDP deflator (annual %)",6.25981575579399
1998,"Inflation, GDP deflator (annual %)",10.4056703614173
1999,"Inflation, GDP deflator (annual %)",6.33463973024264
2000,"Inflation, GDP deflator (annual %)",5.81693354424897
2001,"Inflation, GDP deflator (annual %)",5.61886228085811
2002,"Inflation, GDP deflator (annual %)",4.23109181372058
2003,"Inflation, GDP deflator (annual %)",3.19213132949372
2004,"Inflation, GDP deflator (annual %)",5.89075853406953
2005,"Inflation, GDP deflator (annual %)",5.91089344785409
2006,"Inflation, GDP deflator (annual %)",5.11158666295037
2007,"Inflation, GDP deflator (annual %)",3.16428975494875
2008,"Inflation, GDP deflator (annual %)",7.17921618315836
2009,"Inflation, GDP deflator (annual %)",2.73825856642382
2010,"Inflation, GDP deflator (annual %)",4.37088436444888
2011,"Inflation, GDP deflator (annual %)",3.91880577530506
2012,"Inflation, GDP deflator (annual %)",1.99417609680252
2013,"Inflation, GDP deflator (annual %)",2.0610633590687
2014,"Inflation, GDP deflator (annual %)",3.05305530085906
2015,"Inflation, GDP deflator (annual %)",-0.719682789735927
2016,"Inflation, GDP deflator (annual %)",1.28031174373962
2017,"Inflation, GDP deflator (annual %)",2.32025994608939
2018,"Inflation, GDP deflator (annual %)",3.74065383022071
2019,"Inflation, GDP deflator (annual %)",0.697076297419486
2020,"Inflation, GDP deflator (annual %)",1.65049018681367
2021,"Inflation, GDP deflator (annual %)",2.28247846258142
2022,"Inflation, GDP deflator (annual %)",5.48864820202009
2023,"Inflation, GDP deflator (annual %)",4.60143307078241
2024,"Inflation, GDP deflator (annual %)",2.91419205577037
1960,"Inflation, consumer prices (annual %)",4.15482177982161
1961,"Inflation, consumer prices (annual %)",1.59563300452722
1962,"Inflation, consumer prices (annual %)",5.79665220101376
1963,"Inflation, consumer prices (annual %)",5.62554937008824
1964,"Inflation, consumer prices (annual %)",8.1830790570033
1965,"Inflation, consumer prices (annual %)",2.56410256428449
1966,"Inflation, consumer prices (annual %)",5.39999999968075
1967,"Inflation, consumer prices (annual %)",6.25395319397734
1968,"Inflation, consumer prices (annual %)",2.35880645890594
1969,"Inflation, consumer prices (annual %)",1.95551032285384
1970,"Inflation, consumer prices (annual %)",14.3814616757328
1971,"Inflation, consumer prices (annual %)",21.4033435366143
1972,"Inflation, consumer prices (annual %)",8.20403413498834
1973,"Inflation, consumer prices (annual %)",16.5800322638464
1974,"Inflation, consumer prices (annual %)",34.1635916359165
1975,"Inflation, consumer prices (annual %)",6.76140270456077
1976,"Inflation, consumer prices (annual %)",9.19922713611011
1977,"Inflation, consumer prices (annual %)",9.89875159736566
1978,"Inflation, consumer prices (annual %)",7.33452593917692
1979,"Inflation, consumer prices (annual %)",17.5333333327501
1980,"Inflation, consumer prices (annual %)",18.2005104938508
1981,"Inflation, consumer prices (annual %)",13.0825985241676
1982,"Inflation, consumer prices (annual %)",10.2217271376892
1983,"Inflation, consumer prices (annual %)",10.0293565620481
1984,"Inflation, consumer prices (annual %)",50.3389756374498
1985,"Inflation, consumer prices (annual %)",23.1031071803888
1986,"Inflation, consumer prices (annual %)",1.14813777653338
1987,"Inflation, consumer prices (annual %)",4.06976744186024
1988,"Inflation, consumer prices (annual %)",13.8600691673319
1989,"Inflation, consumer prices (annual %)",12.2429906542055
1990,"Inflation, consumer prices (annual %)",12.1773522064946
1991,"Inflation, consumer prices (annual %)",19.2614585266282
1992,"Inflation, consumer prices (annual %)",8.65100357865265
1993,"Inflation, consumer prices (annual %)",6.71631104109973
1994,"Inflation, consumer prices (annual %)",10.3864734299517
1995,"Inflation, consumer prices (annual %)",6.83199610989534
1996,"Inflation, consumer prices (annual %)",7.4761037778791
1997,"Inflation, consumer prices (annual %)",5.59025939650601
1998,"Inflation, consumer prices (annual %)",9.23493432267121
1999,"Inflation, consumer prices (annual %)",5.93904901780808
2000,"Inflation, consumer prices (annual %)",3.9771250324928
2001,"Inflation, consumer prices (annual %)",5.34550195567142
2002,"Inflation, consumer prices (annual %)",2.72277227722765
2003,"Inflation, consumer prices (annual %)",2.28915662650607
2004,"Inflation, consumer prices (annual %)",4.82921083627795
